Store Name,Network,Account Group,Unit 1,Building,Shop Number,Shipping Street,Shipping City,Region,Shipping Code
14TH AVENUE MTN MOW,MTN,MOW,cv453,MTN Innovation Center,,14th Avenue,Fairlands,GAU,
4U KOLONNADE VODACOM HIC,VODACOM,HIC,cv142,Kolonnade mall,Shop L 76A,Sefako Makgatho Drive,"Montana, Pretoria",GAU,0182
6TH AVE CENTRE MTN CNW,MTN,CNW,cv208,6th Avenue Shopping Centre,Shop G8,Corner Heugh Road and 6th Avenue,Walmer,EC,
ABSA SQUARE MTN MOW,MTN,MOW,cv645,ABSA Square Building,Shop 1&2,Corner Paul Kruger and Ferreira Road,Nelspruit,MP,
ADDERLEY STREET CBD TELKOM TOW,TELKOM,TOW,cv604,"Norwich Building, Ground Floor",,12 Adderley Street,Cape Town,WC,
ALBERTON CITY 4U,4U,ALBERTON REPAIRS,cv181,Alberton City Mall,Shop L105,"Voortrekker Road,",Alberton,GAU,1450
ALBERTON CITY CHATZ ALR,CHATZ,ALBERTON REPAIRS,cv200,Alberton Shopping centre,Shop U165,Voortrekker Road,Alberton,GAU,
ALBERTON CITY L40 MTN CELLMATE,MTN,CELLMATE,cv616,Alberton City Mall,Shop L40,Voortrekker Road,Alberton,GAU,1449
ALBERTON CITY TELKOM BTR,TELKOM,BTR,cv5281,Alberton City,Shop L126,Voortrekker & Du Plessis Road,Alberton,GAU,
ALBERTON CITY TELKOM TOW,TELKOM,TOW,cv442,Alberton City,Shop S09,Voortrekker Street,Alberton,GAU,
ALEX MALL JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5072,Alexandra Mall,Alois Coetzee,Cnr London road and M3,Alexandra,GAU,2090
ALEX MALL TELKOM TOW,TELKOM,TOW,cv5289,Alex Mall,Shop 43,"London Rd, Far East Bank",Alexandra Township,GAU,2014
ANGELO MALL NIGEL MTN CNW,MTN,CNW,cv173,Angelo Mall,Shop 18A,Cnr R42 and Rhodes Avenue,Nigel,GAU,
ANGELO MALL NIGEL VODACOM,VODACOM,AFZAL,cv5011,Angelo Mall,Shop 10,Corner R42 & Rhodes Avenue,Nigel,GAU,1491
ATRIUM BEREA JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5214,"The Atrium/overport,",Shop 23,430 Peter Mokaba Ridge,Overport,KZN,4001
ATTERBURY MTN CNW,MTN,CNW,cv072,Atterbury Value Mart Complex,Shop 3.11,Atterbury Road,Faerie Glen,GAU,
ATTERBURY VALUE MART VODACOM HIC,VODACOM,HIC,cv434,Atterbury Value Mart,Shop 318,Atterbury Road,"Faerie Glen, Pretoria",GAU,0081
BALFOUR PARK MTN CELLMATE,MTN,CELLMATE,cv619,Balfour Park Mall,Shop 164,Corner Johannesburg Street & Athol avenue,Johannesburg,GAU,
BALLITO JUNCTION MTN ARL,MTN,ARLAN COMM,cv557,Ballito Junction Mall,Shop 622,Leonora Drive,Ballito,KZN,
BALITO JUNCTION MALL TELKOM TOW,TELKOM,TOW,cv433,Ballito Junction Regional Mall,Shop 422A,Leonora Drive,Ballito,GAU,4399
BALLITO LIFESTYLE CENTRE MTN ARLAN COMM,MTN,ARLAN COMM,cv639,Ballito Lifestyle Centre,Shop 31,Cnr 398 /445 Main Road,Ballito,KZN,
BAMBANANI JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5237,Bambanani Centre,Shop 77,Cnr R114 & Apple Street,Diepsloot,GAU,2198/8529
BARA MALL TELKOM MVS,TELKOM,MAVUTANI SOLUTIONS,cv5313,Bara Mall,Shop 30,Corner Old Potch Road & Nicholas Drive,"Diepkloof, Soweto",GAU,
BARBERTON JET TFG,JET,THE FOSCHINI GROUP (TFG),cv724,Stimela crossing shopping centre,Shop 8,18 General street,Baberton,MP,
BAYWEST MALL TELKOM TOW,TELKOM,TOW,cv589,Baywest Shopping Mall,Shop LG77B,100 Baywest Boulevard,Baywest City,PE,
BEACON BAY MTN SMS MOBILE,MTN,SMS MOBILE,cv348,Beacon Bay Retail Park,Shop 20A,"Bonza Bay Road,",Beacon Bay,EC,
BEDFORD CENTRE MTN CSM,MTN,CSM,cv165,Bedford Centre,Shop no 8,Smith Road,Bedfordview,GAU,2007
BEDFORD CENTRE VODACOM SCR,VODACOM,SCR,cv137,Bedford Square Shopping Centre,Shop G13,Cnr Van Der Linde and Smith Road,Bedford View,GAU,
BELA BELA MTN CNW,MTN,CNW,cv018,Bela Mall,Shop 7,Marx Street,Bela Bela,LP,0480
BELVILLE JET TFG,JET.,THE FOSCHINI GROUP (TFG),cv5144,Middestad Mall,Shop 43A,Charl Malan Street,Bellville,WC,
BENMORE GARDENS MTN CSM,MTN,CSM,cv158,Benmore Gardens Centre,Shop G19,Cnr Benmore Road & Graystone Drive,Sandton,GAU,2196
BENMORE GARDENS VODACOM CC,VODACOM,CELLUCITY,cv5385,Benmore Centre,Shop G20,Corner Grayston & West,"Benmore,Sandton",GAU,
BENNIE V TILL WHITE RIVER MTN CSM,MTN,CSM,cv220,Whiteriver Square,Shop 7,Chief Mgiyeni Khumalo & Hennie,Whiteriver,MP,1240
BETHAL JET TFG,JET.,THE FOSCHINI GROUP (TFG),cv5171,,21A,Eeufees Street,Bethal,MP,2309
BIBLIO PLAZA VODACOM HIC,VODACOM,HIC,cv132,Biblio Plaza,Shop 3,Cnr Mandela & Mbeki Drive,Rustenburg,NW,0300
BOITEKONG RUSTENBURG MTN WRS,MTN,WRS,cv125,Boitekong Mall,Shop 58,Thlou Road & R510 Road,Rustenburg,NW,
BLOED STREET KIOSK BTR,KIOSK,BTR,cv5285,Bloed Mall,,Bloed Street and Lillian Ngoyi,Pretoria,GAU,
BLOEMFONTEIN TELKOM TOW,TELKOM,TOW,cv574,College Square,Shop G8,183 Nelson Mandela Drive,"Brandwag, Bloemfontein",FS,9301
BLOEMNEL CENTRE VRYHEID MTN HRC,MTN,CELL LOGIC,cv302,Bloemnel Centre,7,121 High Street,Vryheid,KZN,3100
LOWVELD MALL MTN CSM,MTN,CSM,Cv218,Lowveld Mall,Shop 221Z,Portia Drive,Hazyview,MP,1242
BLUE ROUTE MALL MTN SDR,MTN,SADAR,cv277,Blue Route Mall,Shop G136/G134,16 Tokai Road,Dreyersdal,WC,7945
BLUE ROUTE MALL VODACOM CC,VODACOM,CELLUCITY,cv5374,Blue Route Mall,"Shop G26, Entrance 2",16 Tokai Road,Cape Town,WC,7945
BLUFF MTN CID,MTN,COOL IDEAS,cv599,Bluff Shopping Centre,Shop 25,Wentworth Road,"Grosvenor, Bluff",KZN,4052
BLUFF TOWERS TELKOM TOW,TELKOM,TOW,cv472,Bluff Towers Shopping Centre,Shop 33,318 Tara Road,BLUFF,KZN,4052
BOKSBURG JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5047,,,"278, 280 Commissioner & Eloff Street",Boksburg,GAU,1459
BOTHAVILLE JET TFG,JET,THE FOSCHINI GROUP (TFG),cv743,Denenkel Gebou,Shop 01,13 President Street,Bothaville,FS,
BOULDERS TELKOM KIOSK BTR,KIOSK,BTR,cv5287,The Boulders Shopping Centre,"LG, PnP Entrance (opposite Capitec)",Old Pretoria Road,Midrand,GAU,
BOULDERS MTN TM,MTN,TASHAKO MOBILE,cv611,The Boulders Shopping Centre,Shop 20/21B,Old Pretoria Road,Midrand,GAU,
BRAAMFONTEIN MTN MOW,MTN,MOW,cv620,MTN Liberty Building,,1 Ammeshof Street,Braamfontein,GAU,
BRAKPAN JET TFG,JET.,THE FOSCHINI GROUP (TFG),cv5182,,,532-540 Voortrekker Road,Brakpan,GAU,
BRITS MALL TELKOM TOW,TELKOM,TOW,cv5297,Brits Mall,Shop 37,Corner Hendrik Verwoerd & Maple Ridge,Brits,NW,0250
BRIXTON JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5121,Protea Centre Brixton,"Shop 28, 30& 32",80 High Street,Brixton,GAU,2092
BRONKHORSTSPRUIT MTN CNW,MTN,CNW,cv271,Sophia Centre,Shop 15,Corner Langham and Kruger Road,Bronkhorstspruit,GAU,1020
BRONKHORSTSPRUIT JET TFG,JET,THE FOSCHINI GROUP (TFG),cv719,,,13 Church Street,Bronkhorstspruit,GAU,
BROOKLYN DESIGN SQUARE MTN WRS,MTN,WRS,cv236,Brooklyn Square,Shop 43,Corner Middle & Veale Street,Brooklyn,GAU,0182
BROOKLYN VODACOM HIC,VODACOM,HIC,cv140,Brooklyn Mall,Shop 54,338 Bronkhorst Street,Pretoria,GAU,0181
BROOKLYN MALL iSTORE CORE,ISTORE,CORE,cv529,Brooklyn Mall,Shop 286,Niew Muckleneuk Street,"Brooklyn, Pretoria",GAU,0145
BROOKLYN MALL MTN CNW,MTN,CNW,cv477,Brooklyn Mall,Shop 107,Vaele Street,Brooklyn,GAU,
BT NGEBS MALL MTHATHA MTN NTLESCO,MTN,NTLESCO TRADING,cv653,Ngebs Mall,Shop L54,Errol Spriggs Avenue,Mthatha,EC,
HAMMERSDALE JUNCTION JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5745,Hammarsdale Junction,Shop A26,Kunene Road,Hammarsdale,KZN,3699
NEWTOWN TELKOM KIOSK BTR,KIOSK,BTR,cv5282,Newtown Mall,,Corner Carr and Miriam Makeba Street,Newtown,GAU,
CAMPUS SQUARE MTN CSM,MTN,CSM,cv395,Campus Square shopping centre,Shop 19,Corner Kingsway & University Road,Auckland park,GAU,
CANAL WALK 101 MTN MOW,MTN,MOW,cv265,"Canal Walk Mall, Lower level",Shop 101,Century Boulevard,Milnerton,WC,
CANAL WALK TELKOM TOW,TELKOM,TOW,cv609,Canal Walk Shopping Centre,Shop 76,Century City,Milnerton,WC,
CANAL WALK VODACOM CC,VODACOM,CELLUCITY,cv5382,Canal Walk Shopping Centre,"Shop 118 , Lower level",Century Boulevard,Century City,WC,
CAPE GATE MALL MTN MOW,MTN,MOW,cv667,Cape Gate Centre,Shop L58,Okavango Road,Breikenfell,WC,
CAPE GATE MALL TELKOM TOW,TELKOM,TOW,cv495,Cape Gate Shopping Centre,Shop L55,Cnr Okavango & De Bron Road,"Brackenfell, Cape Town",WC,7560
CAPE ROAD MTN MOW,MTN,MOW,cv334,,,286 Cape Road,"Newtown Park, Port Elizabeth",EC,
CARLTONVILLE MTN CNW,MTN,CNW,cv570,Chamber Junction Building,Shop 2,24 Gold Street,Carletonville,NW,2499
CARLTON CENTRE MTN MOW,MTN,MOW,cv622,Carlton Centre,Shop 143,100 Commissioner Street,Johannesburg,GAU,
CARNIVAL MALL MTN CNW,MTN,CNW,cv195,Carnival Mall,Shop42/43,Corner Airport Road and Heidelberg road,Brakpan,GAU,1541
CAVENDISH iSTORE CORE,ISTORE,CORE,cv514,Cavendish Square,Shop F18,1 Dreyer Street,"Claremont,Cape town",WC,
CAVENDISH GLEN MTN WRS,MTN,WRS,cv133,Carvendish Glen,Shop 127,Monument Road,"Glen Marais, Kempton Park",GAU,
CAVENDISH SQUARE MTN SDR,MTN,SADAR,cv297,"Cavendish Square, 1st Floor",Shop F15/16,Dreyer Street,"Claremont,Cape town",WC,
CELLULAR NLS BOSVELD MALL VODACOM,VODACOM,NLS,cv390,Bosveld Mall,Shop 10A,Marx Road,Bela Bela,LP,0480
CENTURION MALL 4U ALM,4U,ALM,cv123,Centurion Mall,Shop 28,Mike Crowfort & Heuwel,"Centurion,Pretoria",GAU,0046
CENTURION iSTORE CORE,ISTORE,CORE,cv530,Centurion Mall,Shop 287,Heuwel Road,"Centurion,Pretoria",GAU,0157
CENTURION MTN WRS,MTN,WRS,cv601,Centurion Mall,Shop 223D,Corner Lonchen & Embarkrent Road,Centurion,GAU,0046
CENTURION TELKOM BTR,TELKOM,BTR,cv361,Centurion Mall,Shop 11,Embarkment Road,Centurion,GAU,
CENTURION TELKOM TOW,TELKOM,TOW,cv370,Centurion Mall (next to Pick n Pay),Shop 2218,114 Embarkment Road,"Centurion,Pretoria",GAU,0157
CENTURION MALL MTN CNW,MTN,CNW,cv5127,Centurion Mall,Shop 27 A,Bouleveld Avenue,Centurion,GAU,
CHATSWORTH MTN MC,MTN,MC,cv5267,Pick and Pay center,Shop 6,Corner Tranqull & Joyhurst Street,Chatzworth,KZN,
CHATZWORTH TELKOM TOW,TELKOM,TOW,cv490,Chatsworth Shopping Centre,Shop 143,16 Joyhurst Street,"Westcliff, Chatsworth",KZN,4092
CHATZWORTH CENTER MTN MOW,MTN,MOW,cv643,Chatsworth Centre,Shop 38,17 Joyhurst Street,Chatsworth,KZN,
CHECKERS KLERKSDORP MTN CNW,MTN,CNW,cv408,Checkers Hyper Centre,Shop G17,Cnr Church and Margaretha Prinsloo Road,Klerksdorp,NW,2570
CHILLI LANE MALL MTN CSM,MTN,CSM,cv424,Chilli Lane Shopping centre,Shop 33,Chilli Lane Shopping centre,Sunninghill,GAU,2191
CHRISTIAN VILLAGE CENTRE HILLCREST MTN CID,MTN,COOL IDEAS,cv638,Christian Village Centre,Shop 20,42/44 Old Main Road,Hillcrest,KZN,
CITY SQUARE RUSTENBURG MTN CNW,MTN,CNW,cv559,City Square Mall,Shop 29,165 Fatima Bhayatt Street,Rustenburg,NW,0299
CITY VIEW MTN MC,MTN,MC,cv5273,City View,G10,10 Matthews Road,Durban,KZN,4001
CLEARWATER iSTORE CORE,ISTORE,CORE,cv523,Clearwater Mall,Shop LM083,Christiaan de Wet Road & Hendrick Potgieter Drive,"Strubensvalley,Roodepoort",GAU,1709
CLEARWATER MTN MOW,MTN,MOW,cv555,Clearwater Mall,180B,Hendrik Potgieter Road,Johannesburg,GAU,1724
CLEARWATER TELKOM BTR,TELKOM,BTR,cv545,Clearwater mall,Shop LM 180H/F,Hendrik Potgieter & Christiaan dewet Road,Strubens valley,GAU,1724
CLEARWATER TELKOM TOW,TELKOM,TOW,cv475,"Clearwater Mall, Entrance 4",Shop 12,Cnr Hendrik Potgieter & Christiaan de Wet Road,"Strubensvalley,Roodepoort",GAU,1735
CLEARWATER MALL 4U ALM,4U,ALM,cv118,Clearwater Mall,Shop 147,Corner Christiaan de Wet & Hendrik Potgieter,"Strubensvalley,Roodepoort",GAU,
COLUMBINE MTN CSM,MTN,CSM,cv5152,Colombine Square,Shop 19,82 Swartgoud Street,Suideroord,GAU,2091
CORNER BOKSBURG MTN CNW,MTN,CNW,cv172,Boksburg Corner,Shop 115,Rietfontein Road & Dayan Street,Boksburg,GAU,
CORNUBIA MTN SKYTEL,MTN,SKYTEL MOBILE,cv369,Cornubia Shopping Centre,Shop U79,Flanders Drive,Mount Edgecombe,KZN,4300
CORNUBIA TELKOM TSS,TELKOM,TSS,cv483,Cornubia Mall,Shop U76,Flanders Drive,Mount Edgecombe,KZN,
CRADLESTONE MTN GENEXYZ,MTN,GENEXYZ,cv279,Cradlestone Mall,Shop U04,Hendrik Potgieter Road,Mogale City,GAU,1739
CRADLESTONE TELKOM BTR,TELKOM,BTR,cv364,Cradlestone Mall,Shop U101,Hendrik Potgieter & Furrow Road,"Muldersdrift, Mogale City",GAU,
CRADLESTONE MALL VODACOM 4U,4U,ON OFF INVESTMENTS,cv251,Cradlestone Mall,Shop U36A,"Hendrik Potgieter and Furron Road,",Krugersdorp,GAU,1739
CRAIGHALL VODACOM SCR,VODACOM,SCR,cv141,Craighall Park,Shop 12,396 Jan Smuts Avenue,Randburg,GAU,
CRESTA iSTORE CORE,ISTORE,CORE,cv519,Cresta Mall,Shop U35/36/37,Cnr Beyers Naude Drive & Weltevreden Road,Randburg,GAU,
CRESTA MTN MOW,MTN,MOW,cv631,Cresta Mall,Shop U218,Cnr Beyers Naude & Welleurden Road,Cresta,GAU,
CRESTA TELKOM TSS,TELKOM,TSS,cv5028,Cresta Mall,Shop L302,Beyers Naude Drive,Randburg,GAU,
CRESTA MTN CSM,MTN,CSM,cv157,Cresta Shopping Centre,Shop L 44,Corner Beyers Naude & Welteverden Drive,Randburg,GAU,2194
CRESTA MALL TELKOM TOW,TELKOM,TOW,cv329,"Cresta Mall,Lower level",Shop L51,Corner Beyers Naude & Weltevreden Road,"Cresta, Randburg",GAU,
DAVENPORT GLENWOOD MTN MC,MTN,MC,cv5260,Davenport Square Building,Shop 39A,85 Helen Joseph Road,"Glenwood, Durban",KZN,
DAWN PARK BOKSBURG JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5054,Dawn Park Shopping Centre,Shop 5 & 6,Corner Galahad,Boksburg,GAU,
DE ANKER RUSTENBURG MTN CNW,MTN,CNW,cv301,De Anker,Shop 9,59 A Von Wielligh Street,Rustenburg,NW,2999
DELFT JET TFG,JET,THE FOSCHINI GROUP (TFG),cv714,Bluedowns Delft,Shop 2,"C/O Hindle Road and, Delft Main Road",Delft,WC,
DELMAS JET TFG,JET,EDCON,cv5345,Willowbrook Square,Shop 28,Samuel and Van Der Walt Street,Delmas,GAU,2210
MAITLAND VODA CENTRE BWC CELLUCITY,VODACOM,CELLUCITY,N/A,Freeway Park,Unit 45,Upper Camp Road,Maitland,WC,
DURBAN NORTH PICK & PAY CENTRE MTN MC,MTN,MC,cv5271,Pick N Pay Hyper By the sea,Shop 5,Prospect Hall Road,Durban North,KZN,4051
OXFORD HOUSE DURBANVILLE MTN CNW,MTN,CNW,cv065,Oxford House,Shop No 1A,Corner Oxford & Wellington Road,Durbanville,WC,7550
DWARSLOOP MALL JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5108,Dwarsloop Mall,Shop 55,R40 & Thulamahashe Road,"Dwarsloop, Bushbuckridge",MP,
EASTGATE 4U HIC,4U,HIC,cv176,Eastgate Mall,Shop U161,Bradford Road,Bedfordview,GAU,
PARKMEADOWS CHATZ HIC,CHATZ,HIC,cv292,Park Meadows Shopping Centre,"Shop 53, Entrance 2",Cnr Cumberland & Allum Road,Bedfordview,GAU,2007
EASTGATE ISTORE CORE,ISTORE,CORE,cv522,Eastgate Shopping Centre,Shop U41,Bradford Road,Germiston,GAU,
EASTGATE TELKOM TOW,TELKOM,TOW,cv440,Eastgate Shopping Mall,Shop 79,Bradford Road,Bedfordview,GAU,
EASTGATE TELKOM TSS,TELKOM,TSS,cv415,"Eastgate Shopping Centre, Upper Level",Shop U75/U76,43 Bradford Road,Bedfordview,GAU,
EASTGATE MALL VODACOM HIC,VODACOM,HIC,cv177,Eastgate Shopping Centre,Shop U109,Bradford Road,Bedford View,GAU,2103
EASTGATE L33 MTN CELLMATE,MTN,CELLMATE,cv5014,Eastgate Mall,Shop L33,43 Bradford Road,Bedforview,GAU,
EASTGATE U74 MTN CELLMATE,MTN,CELLMATE,cv275,Eastgate Mall,Shop U74B,43 Bradford Road,Bedfordview,GAU,2008
EAST RAND MALL MTN BLC,MTN,BLC,cv130,Eastrand Mall,Shop 154,Corner Rietfontein & Bentel Road,Boksburg,GAU,
EASTRAND MALL 4U HIC,4U,HIC,cv136,Eastrand Mall,Shop 7,Rietfontein Street,Boksburg,GAU,1459
EASTRAND MALL CHATZ,CHATZ,CELLURBAR,cv249,Eastrand Mall,Shop 77,"Entrance3, Bentel Road",Boksburg,GAU,1459
EASTRAND MALL TELKOM BTR,TELKOM,BTR,cv360,East Rand Mall,Shop 22,"Bental Road,Jansen Park",Boksburg,GAU,
EASTRAND MALL MTN CNW,MTN,CNW,cv192 (F.O.H),East Rand Mall,Shop 71A,Bentel Avenue,Boksburg,GAU,1459
EDENGLEN MTN CNW,MTN,CNW,cv413,Karaglen Shopping Centre,L11,Cnr Baker & Harris Road,Edenglen,GAU,1609
EDENVALE MTN BLC,MTN,BLC,cv5390,Checkers Hyperama,Shop 24,"van Riebeeck Road, Meadowdale mall","Meadowdale,Germiston",GAU,
EERSTE RIVIER JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5153,Grand Central Shop,Shop M18,Eerste river,Eerste River,WC,7103
EKHAYA THEMA CENTRE JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5075,Ekhaya Thema Complex,"Shop 6,","Vlakfontein & Ndabezitha Road,",Kwa Thema,GAU,
ELDORADO PARK DUNNS STH,DUNNS,STH,cv5419,Shoprite Centre,Shop 6-8,Sikkel Road,Eldorado Park,GAU,
ELRIDGE CORNER MTN BLC,MTN,BLC,cv5389,Elridge shopping centre,Shop 22,Corner Ridge & Elizabeth road,Boksburg,GAU,
EMOYENI DAANJIE JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5236,Emoyeni Mall,Shop 20,Daanjie,Nelspruit,MP,
EMPANGENI MTN CNW,MTN,CNW,cv479,Sanlam Centre,Shop 233,335 Maxwell Street,Empangeni,KZN,3880
ENNERDALE JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5158,Ennerdale,Shop 3,16 Marais Close,Ext 9 Ennerdale,GAU,
ERMELO VODACOM ALM,VODACOM,ALM,cv5422,Dros Centre,Shop 5,36 Church Street,Ermelo,MP,2351
ESHOWE JET TFG,JET,THE FOSCHINI GROUP (TFG),cv738,,Shop 1,Osborne Road,Eshowe,KZN,3815
EVANDER JET TFG,JET,THE FOSCHINI GROUP (TFG),cv734,Shoprite centre,Shop 2,Bologna Street,Evander,MP,2270
FESTIVAL MALL TELKOM TOW,TELKOM,TOW,cv345,Festival Mall,Shop C37,Cnr Kelvin & CR Swart Drive,Kempton Park,GAU,
FESTIVAL MALL VODACOM AXTEL COMMS,VODACOM,AXTEL,cv252,Vodacomshop,Shop 61,Cnr CR Swart & Kelvin Road,Kempton Park,GAU,1619
FLAMWOOD KLERKSDORP VODACOM FFF,VODACOM,FFF HOUSING,cv210,Flamwood Walk Shopping Centre,Shop 67,N12 National Road,Klerskdorp,NW,2571
FLAMWOOD LA PIAZZA MTN CNW,MTN,CNW,cv5115,La Piazza Square,Shop 4,26 Central Ave,Flamewood,NW,
FOREST HILL TELKOM TOW,TELKOM,TOW,cv5060,Forest Hill City,Shop 89,Cnr R55 & N14 High Maree & Marius Street,"Centurion,Pretoria",GAU,0157
FOUNTAINS MALL JEFFREY'S BAY MTN CNW,MTN,CNW,cv566,Fountains Mall,Shop G19,Cnr R102 Road & St Francis Drive,Jeffrey Bay,EC,6330
FOURWAYS iSTORE CORE,ISTORE,CORE,cv5490,Fourways Mall,Shop 24,11 Ruby Close,William Nicole Fourways,GAU,0001
FOURWAYS MALL MTN MOW,MTN,MOW,cv239,Fourways Mall,Shop G20,Corner William Nicol,Fourways,GAU,
FOURWAYS MALL TELKOM BTR,TELKOM,BTR,cv5325,Fourways mall,Shop G041,"William Nicol Drive & Fourways Boulevard,",Fourways,GAU,2056
FOURWAYS MALL VODACOM,VODACOM,082 Shop,cv246,Fourways Mall,Shop NG 79,Cnr William Nicol & Witkoppen Road,Fourways,GAU,2055
GALLERIA (AMANZIMTOTI) MTN MC,MTN,MC,cv281,Galleria Mall,Shop 76A,Corner Mosskolnik and Arbour Road,Amanzimtoti,KZN,4126
GALLERIA MALL VODACOM CC,VODACOM,CELLUCITY,cv5368,The Galleria Mall,Shop F51A,Cnr Moss Kolnik & Arbour Road,Amanzimtoti,KZN,4126
GAME CENTRE POLOKWANE MTN CSM,MTN,CSM,cv403,Game Centre,Shop 9,Corner Market & Hospital Street,Polokwane,LP,0699
GARDEN ROUTE GEORGE TELKOM TOW,TELKOM,TOW,cv585,Garden Route Mall,Shop 117,Knysna Road,George,WC,
GATEMAX MTN MOW,MTN,MOW,cv633,Coastlands Hotel,Shop 1,329 Umhlanga Rocks Drive,Umhlanga,KZN,4320
GATEWAY iSTORE CORE,ISTORE,CORE,cv518,Gateway Shopping Centre,Shop F156,1 Palm Boulevard,Umhlanga Ridge,KZN,4319
GATEWAY MTN MC,MTN,MC,cv285,Gateway theatre of Shopping,406,1 Palm Boulevard,Umhlanga Rocks,KZN,
GATEWAY MTN MOW,MTN,MOW,cv537,Gateway Mall,Shop G380,1 Palm Boulevard,Umhlanga,KZN,4320
GATEWAY TELKOM TOW,TELKOM,TOW,cv5033,Gateway Shopping Centre,Shop G381,1 Palm Boulevard,Gateway,KZN,4319
GATEWAY MALL TELKOM MIG,TELKOM,MIGARDA,cv388,Gateway Shopping Centre,Shop F62/ 31-32,1 Palm Boulevard,Umhlanga Ridge,KZN,4001
GEORGE YORK ST MTN CNW,MTN,CNW,cv423,,,96 York Street,George,WC,6530
GHANDI SQUARE MTN CSM,MTN,CSM,cv5009,Umoya House,"Shop 4, 1st Floor","2-6 New Street, Ghandi Square","Marshalltown, Johannesburg",GAU,2001
GOLDEN ARCHES MTN MOW,MTN,MOW,cv659,Golden Acres Mall,Shop 61 A,9 Adderley St,Foreshore,WC,8001
GOLDENWALK TELKOM TOW,TELKOM,TOW,cv5290,Golden Walk Shopping Centre,Shop 123,61 Victoria Street,Germiston,GAU,
GOLDFIELDS VODACOM HIC,VODACOM,HIC,cv352,Goldfields Mall,Shop 45,Cnr Buiten & Stateway Drive,Welkom,FS,9459
GREENACRES MTN MOW,MTN,MOW,cv651,Greenacres,Shop 127B,"King Road,",Port Elizabeth,PE,
GREENSTONE TELKOM BTR,TELKOM,BTR,cv326,Greenstone Mall,Shop L 075,Corner Modderfontein & Van Riebeeck,Edenvale,GAU,
GREENSTONE VODACOM 4U,VODACOM,4U,cv5015,Greenstone Mall,Shop L131,Cnr van Riebeeck & Modderfontein Road,Edenvale,GAU,1609
GREENSTONE MALL TELKOM TOW,TELKOM,TOW,cv468,Greenstone Mall,Shop L011,Modderfontein Road,Edenvale,GAU,1610
GROBLERSDAL MTN WRS,MTN,WRS,cv5016,Groblersdal Mall,Shop 08B,6 Van Riebeeck Street,Groblersdal,LP,0470
GUGULETHU JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5146,Gugulethu Mall,Shop 38,Corner NY1 & NY3,Gugulethu,WC,
HAMMERSDALE MTN MC,MTN,MC,cv5760,Hammarsdale Junction,Shop A41,Cnr Kunene Road & The R35,Hammersdale,KZN,3699
HATFIELD TELKOM TOW,TELKOM,TOW,cv5462,Hatfield Plaza,Shop 6A,112 Burnett Street,Hatfield,GAU,
HATFIELD PLAZA VODACOM HIC,VODACOM,HIC,cv5320,Hatfield Plaza,Shop 17,Brunette Street,Hatfield,GAU,0083
HAZELPARK MTN WRS,MTN,WRS,cv201,North Shopping Centre,Shop 06,cnr Webber Road and Doak St,Hazel Park,GAU,1401
HEIDELBERG JET TFG,JET.,THE FOSCHINI GROUP (TFG),cv5105,ShopRite centre,Shop 7,Corner Voortrekker & Mertz,Heidelberg,GAU,
HEIDELBERG MALL MTN CSM,MTN,CSM,cv214,Heidelberg Mall,Shop 26,Corner Jacob & N3 Highway,Heidelberg,GAU,1448
HEILBRON JET TFG,JET,THE FOSCHINI GROUP (TFG),cv726,,,52b Kerk street,Heilbron,FS,
HEMMINGSWAY MTN SMS MOBILE,MTN,SMS MOBILE,cv335,Cambridge Village,Shop UG36,Corner Western Avenue & Two Rivers Drive,East London,EC,5201
HEMMINGWAYS TELKOM TOW,TELKOM,TOW,cv431,Hemmingways Mall,Shop G32,Two Rivers Drive,"Cambridge, East London",EC,5247
HERMANUS MTN CNW,MTN,CNW,cv317,Whale Coast Mall,Shop G31,"Sandbaai Main Road, R43","Hermanus,",GAU,7200
HERMANUS TELKOM TOW,TELKOM,TOW,cv507,Whale Coast Mall,Shop G43C,Main Road,Hermanus,WC,1447
HIGHVELD MALL 4U ALM,4U,ALM,cv5029,Highveld Mall,Shop 58,Corner N4 Highway & Mandela Avenue,Witbank,MP,1035
HIGHVELD MALL TELKOM BTR,TELKOM,BTR,cv363,Highveld Mall,Shop 243,Corner N4 Highway,Witbank,MP,
HIGHVELD MALL VODA ALM,VODA,ALM,cv612,Highveld Mall,Shop 237,Cnr Mandela & N4 Highway,Witbank,GAU,
HILLBROW JET TFG,JET,THE FOSCHINI GROUP (TFG),cv5051,Highpoint,Shop 6,Corner Claim & Kotze Street,Hillbrow,GAU,
